,Event,Authors,Title,Abstract,Keywords,Publisher,URL_Paper,Date
10,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais da XV Escola Regional de Banco de Dados
			
/


									Artigos de Aplicações e Experiências
						

",Guilherme PintoUTFPRLeonardo da SilvaUTFPRLuiz Filipe CunhaUTFPRLuiz Gomes-JrUTFPR,Detecção e Análise de Metáforas usadas em Fake News – resultados iniciais,"ResumoEste artigo apresenta resultados preliminares em detecção automática de metáforas e análise do seu uso em textos do domínio jornalístico. Para a anotação das metáforas nas notícias, empregamos um modelo de rede neural recorrente bidirecional LSTM. O objetivo principal é a analisar a existência de diferenças nas características de notícias falsas em relação à notícias confiáveis no uso de linguagem metafórica. Neste artigo apresentamos resultados iniciais da anotação e análise com foco nos títulos das notícias de um corpus de artigos em inglês.","Palavras-chave:Detecção Metáfora, 													Redes Neurais, 													Notícias",PDF,https://sol.sbc.org.br/index.php/erbd/article/view/8484/8385,Publicado10/04/2019
11,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais da XIX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Pós-Graduação
						

",Lucas CasagrandeUDESCMaurı́cio PillonUDESC,Deep Reinforcement Learning no Problema de Escalonamento de Jobs em Computação em Grids,"ResumoAlgoritmos de escalonamento desempenham um papel chave durante a otimização dos recursos de uma infraestrutura em grids. No presente trabalho, três métodos de Deep Reinforcement Learning são treinados e comparados com a heurística Easy Backfilling via simulação. É possível concluir que métodos de DRL são capazes de aprender políticas de escalonamento que se adaptam a carga de trabalho atingindo uma redução significativa no slowdown.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/7074/6963,Publicado06/08/2019
12,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais da XIX Escola Regional de Alto Desempenho da Região Sul
			
/


									Abertura do Fórum de Iniciação Científica
						

",Marcia PasinCarlos Oberdan Rolim,Fórum de Iniciação Científica,ResumoIntrodução aos Anais do Fórum de Iniciação Científica realizada pelos coordenadores Profa. Marcia Pasin (UFSM) e Prof. Carlos Oberdan Rolim (URI).,No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/7094/6983,Publicado06/08/2019
13,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais da XIX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Henrique  FanUNIPAMPAJian  FurquimUNIPAMPAClaudio SchepkeUNIPAMPA,Comparando as Interfaces de Programação Paralela OpenMP e TBB em um Benchmark,"ResumoThis paper aims to analyze the parallel programing interfaces OpenMP and Intel Threading Building Block (Intel TBB) in a new benchmark composed by a set of applications. The execution times obtained in five applications were compared using the two interfaces, along with the sequential versions of the algorithms. The paper evaluates the parallelization strategy of each interface. The results obtained showed that in the majority of tests performed OpenMP had a better result than TBB. The TBB interface obtained results very close to those of OpenMP in most applications.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/7062/6951,Publicado06/08/2019
14,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Pós-Graduação
						

",Gabriel FreytagUFRGSJoão Vicente Ferreira LimaUFSMPaolo RechUFRGSPhilippe  Olivier Alexandre NavauxUFRGS,Impacto da Precisão Reduzida e Mista na Computação do Método de Lattice-Boltzmann em Multiplas GPUs,"ResumoA heterogeneidade de arquiteturas de computação modernas permite que engenheiros refinem algoritmos para maximizar o nível de afinidade com a arquitetura e, consequentemente, a eficácia da computação. Neste trabalho, investigamos o impacto da precisão reduzida e mista na computação do método de Lattice-Boltzmann em uma plataforma multi-GPU. Usando meia precisão para o armazenamento e simples para as operações aritméticas, obteve-se um speedup de 3.44 consumindo 71\% menos energia e uma perda 0.02\% de acurácia.","Palavras-chave:Algoritmos Paralelos e Distribuídos, 													Arquitetura de Computadores, 													Arquiteturas Dedicadas e Específicas, 													Avaliação, Medição e Predição de Desempenho, 													Computação Heterogênea",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10795/10663,Publicado15/04/2020
15,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais da XXIII Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",João Lucas CordeiroUFPRWagner M. Nunan ZolaUFPR,Algoritmo de Árvore Binomial Balanceada para Broadcast com MPI,"ResumoA operação broadcast do Open MPI é implementada com diferentes algoritmos. De acordo com os parâmetros de cada operação, a biblioteca escolhe automaticamente e executa uma dessas versões. Neste trabalho, apresentamos uma implementação do algoritmo de Árvore Binomial, assim como uma comparação experimental dessa implementação ao broadcast nativo do Open MPI em um cluster com nodos multicore em interconexão gigabit ethernet.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/24493/24314,Publicado10/05/2023
16,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais da XXIII Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Henrique L. RiegerUFPRWagner M. Nunan ZolaUFPR,Algoritmo KNN paralelo em cluster com MPI,"ResumoDiversas aplicações de aprendizado de máquina e mineração de dados dependem de algoritmos bastante custosos em bases de dados de larga escala. No entanto, esses algoritmos podem obter ótimos ganhos de desempenho ao paralelizar sua operação, como é o caso do KNN (k-nearest neighbors). Neste trabalho, será apresentada uma implementação paralela em cluster do KNN, utilizando a biblioteca Open MPI e medindo seu tempo e aceleração.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/24492/24313,Publicado10/05/2023
17,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais da XXIII Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Livia FerrãoUFSCVanderlei MunhozUFSCMárcio CastroUFSC,Análise do Sobrecusto de Utilização de Contêineres para Execução de Aplicações de HPC na Nuvem,"ResumoA orquestração de contêineres em ambientes de computação em nuvem tem se tornado cada vez mais popular nos últimos anos. O presente trabalho visa avaliar o desempenho de aplicações HPC em contêineres executados na nuvem. Com esse objetivo, foi realizada uma comparação de performance entre a tecnologia de contêiner denominada Singularity e o ambiente nativo da AWS por meio de programas paralelizados com MPI.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/24496/24317,Publicado10/05/2023
18,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais da XXIII Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Brenda S. SchusslerUFRGSPedro H. C. RigonUFRGSMatheus S. SerpaUFRGSCristiano A. KünasUFRGSAlexandre CarissimiUFRGSJairo PanettaITAPhilippe O. A. NavauxUFRGS,Comparando o Desempenho entre Computação em Nuvem e Servidor Local na Execução do Método Fletcher,"ResumoA Modelagem Fletcher é utilizada na simulação de reconhecimento de bacias petrolíferas e requer utilização de computação de alto desempenho (HPC). Uma alternativa para reduzir os custos de aquisição e manutenção de plataformas de HPC é o uso de recursos computacionais em nuvem. Neste artigo comparamos o desempenho do Método Fletcher, executando-o no servidor local e em nuvem, fazendo uso de arquiteturas de hardware semelhantes.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/24495/24316,Publicado10/05/2023
19,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais da XXIII Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Matheus W. CamargoUFRGSCristiano A. KünasUFRGSPhilippe O. A. NavauxUFRGS,Cloud computing para deploy de modelos de deep learning para a classificação de Retinopatia Diabética,"ResumoA retinopatia diabética (RD) é uma doença que vem crescendo a ritmos alarmantes. A falta de mão de obra especializada para diagnóstico, essencial para o tratamento bem-sucedido da doença, traz a necessidade de estudo de alternativas para o diagnóstico via meios computacionais. Neste trabalho, avaliamos o desempenho e custo de alternativas para o deploy de modelos de Deep Learning para classificação de RD. Através da escolha da melhor arquitetura, foi possível melhorar o desempenho em até 1,71 vezes, com redução de custo de 4,17%.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/24494/24315,Publicado10/05/2023
20,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais da XXIII Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Mayara de L. S. MeottiUNIJUICristiano A. KünasUFRGSEdson L. PadoinUNIJUI,Utilização de redes neurais artificiais como estratégia para o reconhecimento de emoções,"ResumoA inteligência artificial vem sendo aplicada e ganhando espaço em diferentes áreas. No presente trabalho foi utilizado RNA para analisar opiniões de usuários na rede social twitter. Com o objetivo de melhorar a precisão dos resultados, uma rede neural recorrente do tipo LSTM foi desenvolvida e executada em GPUs com o dataset público. Os resultados experimentais mostraram um índice de até 50% de acertos quanto à classificação das emoções, utilizando a estratégia do TensorFlow com redução da quantidade de epochs.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/24489/24310,Publicado10/05/2023
21,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Ricardo LeonarczykSETREMDalvan GrieblerPUCRS/SETREM,"Implementação MPIC++ dos kernels NPB EP, IS e CG","ResumoEste trabalho busca contribuir com prévios esforços para disponibilizar os NAS Parallel benchmarks na linguagem C++, focando-se no aspecto memória distribuída com MPI. São apresentadas implementações do CG, EP e IS portadas da versão MPI original do NPB. Os experimentos realizados demonstram que a versão proposta dos benchmarks obteve um desempenho próximo da original.","Palavras-chave:Algoritmos Paralelos e Distribuídos, 													Software Básico para Computação Paralela e Distribuída, 													Técnicas e Métodos de Extração de Paralelismo",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10766/10634,Publicado15/04/2020
22,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Pós-Graduação
						

",João Henrique Faes BattistiUDESCCharles Christian MiersUDESC,Análise de redes blockchain baseadas em Hyperledger do tipo privada/consorciada quanto a ataques DoS internos,ResumoBlockchains surgem para solucionar problemas de segurança em sistemas distribuídos através da aplicação de diversas tecnologias. Este artigo tem como objetivo apresentar uma proposta de análise de sobrevivência de serviços blockchain privadas/consorciadas em Hyperledger aplicadas aos mecanismos de consenso PBFT e PoA submetidas à ataques DoS internos.,"Palavras-chave:Computação em Nuvem, 													Sistemas Distribuídos",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10791/10659,Publicado15/04/2020
23,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Giovane da Rosa LizotUNIJUIAnderson Felipe RibeiroUNIJUIEdson Luiz PadoinUNIJUI,Avaliação da aplicação do balanceador de carga GroupLB em aplicações iterativas,"ResumoEste artigo apresenta os resultados da aplicação do balanceador de carga GroupLB em aplicações reais. O seu objetivo é analisar os ganhos de desempenho alcançados em relação à outros balanceadores de carga do estado da arte. O BC foi implementado utilizando o modelo de programação Charm++. buscando a redução do tempo de execução de aplicações iterativas executadas em ambientes paralelos de memória compartilhada. Os resultados dos testes iniciais demonstram reduções no tempo total de execução em comparação com outros balanceadores de carga do estado da arte. Os resultados iniciais sobre o Benchmark LBtest apresentam ganhos de até 21,2% comparado aos testes sem o uso de balanceador de carga.",Palavras-chave:Escalonamento e Balanceamento de Carga,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10743/10611,Publicado15/04/2020
24,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais da XIX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Pós-Graduação
						

",Dinei A. RockenbachPUCRSDalvan GrieblerSETREM/PUCRSLuiz Gustavo FernandesPUCRS,Proposta de Suporte ao Paralelismo de GPU na SPar,"ResumoAs GPUs (Graphics Processing Units) têm se destacado devido a seu alto poder de processamento paralelo e sua presença crescente nos dispositivos computacionais. Porém, a sua exploração ainda requer conhecimento e esforço consideráveis do desenvolvedor. O presente trabalho propõe o suporte ao paralelismo de GPU na SPar, que fornece um alto nível de abstração através de uma linguagem baseada em anotações do C++.",No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/7086/6975,Publicado06/08/2019
25,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Pós-Graduação
						

",Lucas NesiUFRGSArnaud LegrandCNRSLucas Mello SchnorrUFRGS,Refinando e Balanceando o Particionamento de Aplicações Científicas baseadas em Tarefas em Plataformas Heterogêneas,"ResumoAplicações científicas podem sofrer com o desbalanceamento de carga causada pelo seu próprio algoritmo, ou pelas plataformas computacionais heterogêneas. Abordagens com escalonamento dinâmico, como o paradigma orientado a tarefas, podem auxiliar na programação e na redução deste desbalanceamento. Este trabalho visa estudar estratégias, para /runtimes/ baseados em tarefas, para melhor balancear o particionamento destas aplicações.","Palavras-chave:Algoritmos Paralelos e Distribuídos, 													Avaliação, Medição e Predição de Desempenho, 													Balanceamento de Carga para Sistemas de Alto Desempenho, 													Computação Heterogênea, 													Escalonamento e Balanceamento de Carga",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10775/10643,Publicado15/04/2020
26,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Júnior LöffPUCRSDalvan GrieblerPUCRS/SETREMLuiz Gustavo Leão FernandesGMAP - PPGCC - PUCRS,Implementação Paralela do LU no NPB C++ Utilizando um Pipeline Implícito,"ResumoNeste trabalho, um pipeline implícito com o padrão map foi implementado na aplicação LU do NAS Parallel Benchmarks em C++. O LU possui dependência de dados no tempo, o que dificulta a exploração do paralelismo. Ele foi convertido de Fortran para C++, a fim de ser paralelizado com diferentes bibliotecas de sistemas multi-core. O uso desta estratégia com as bibliotecas permitiu ganhos de desempenho de até 10.6% em relação a versão original.","Palavras-chave:Algoritmos Paralelos e Distribuídos, 													Linguagens, Compiladores e Ferramentas de Computação Paralela e Distribuída, 													Técnicas e Métodos de Extração de Paralelismo",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10750/10618,Publicado15/04/2020
27,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Pós-Graduação
						

",Thiarles Soares MedeirosUNIPAMPAArthur Francisco LorenzonUNIPAMPA,Impacto do Mapeamento de threads na Degradação do Processador,"ResumoO crescente número de unidades de processamento em um único chip aumenta exponencialmente a temperatura e acelerando o envelhecimento dos componentes físicos. No entanto, a temperatura também é influenciada por onde a energia se dissipa, portanto aumentará se dois núcleos estiverem mais próximos. Além disso, como muitas aplicações paralelas são irregulares / desequilibradas, elas se comportam de maneira diferente em termos de temperatura, de acordo com o local onde estão alocadas. Considerando isso, mostramos como a afinidade de threads afeta o envelhecimento, avaliando treze aplicações e demonstrando que a vida útil do processador pode ser estendida com a combinação certa entre o número de threads e as estratégia de alocação.","Palavras-chave:Avaliação, Medição e Predição de Desempenho, 													Linguagens, Compiladores e Ferramentas de Computação Paralela e Distribuída",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10793/10661,Publicado15/04/2020
28,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais da XIX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Felipe  Camargo GruendemannUFPELFabrício  N. FerreiraUFPELLuciano  AgostiniUFPELAdenauer  YaminUFPEL,Equipamento eletromédico intravenoso: uma proposta para qualificação da geração de alertas utilizando Naive Bayes,ResumoAs bombas de infusão são equipamentos eletromédicos utilizados em larga escala e possuem uma das mais altas taxas de alarmes falsos positivos. Nesse trabalho é explorado o método Naive Bayes para classificação de um conjunto de dados gerados a partir de ensaios que simulam a operação real de uma bomba de infusão. O objetivo da realização dos testes foi propor um modelo para qualificação na geração de alertas. Os testes apontaram uma acurácia elevada para as situações normais sem oclusão.,No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/7036/6925,Publicado06/08/2019
29,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais da XIX Escola Regional de Alto Desempenho da Região Sul
			
/


									Abertura do Fórum de Pós-Graduação
						

",Claudio SchepkeGuilherme Piêgas Koslovski,Fórum de Pós-Graduação,ResumoIntrodução aos Anais do Fórum de Pós-Graduação realizada pelos coordenadores Prof. Claudio Schepke (UNIPAMPA) e Prof. Guilherme Piêgas Koslovski (UDESC).,No keywords available,PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/7095/6984,Publicado06/08/2019
30,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Pós-Graduação
						

",Daniel Di DomenicoUFPelGerson Geraldo H. CavalheiroUFPel,Uma interface de programação paralela utilizando C++11,"ResumoO presente trabalho propõe uma interface de programação paralela de alto nível em C++ fazendo uso do C++11. Sua abordagem visa separar a descrição da concorrência da aplicação, expressada de forma explícita, da exploração do paralelismo, que ocorrerá de forma implícita. Neste sentido, objetiva-se apresentar uma interface que permita dividir a concorrência de um programa da extração do paralelismo, oferecendo com isso suporte a diferentes tipos de arquiteturas.","Palavras-chave:Computação Heterogênea, 													Linguagens, Compiladores e Ferramentas de Computação Paralela e Distribuída, 													Técnicas e Métodos de Extração de Paralelismo",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10776/10644,Publicado15/04/2020
31,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais da XX Escola Regional de Alto Desempenho da Região Sul
			
/


									Fórum de Iniciação Científica
						

",Natiele LuccaUNIPAMPAClaudio SchepkeUNIPAMPA,Uso de Operações SIMD em uma Biblioteca de Algoritmos Bio-inspirados,"ResumoUma estratégia para modelar algoritmicamente um problema é utilizar conceitos de computação natural, também conhecida como computação bio-inspirada. Neste trabalho é proposta uma biblioteca open source bio-inspirada que utiliza instruções SIMD. Com os resultados dos testes, comprovou-se que a versão paralela dos algoritmos desenvolvidos mantém a qualidade da solução e reduz o tempo de execução.","Palavras-chave:Avaliação, Medição e Predição de Desempenho, 													Software Básico para Computação Paralela e Distribuída, 													Técnicas de Modelagem e Simulação, 													Técnicas e Métodos de Extração de Paralelismo",PDF,https://sol.sbc.org.br/index.php/eradrs/article/view/10772/10640,Publicado15/04/2020
